Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes
2017,,193,0.08210,0.00306,3,SKAHO193,./batch170217/SKAHO193_170214_6.D,kaho,KH,3587-7 x 794-4,192-2,,,,H,2,1,0,36,51,21,36,,,,16,-,8,200D,22,2017-02-13,20:06,20:36,21:06,0.50,0.50,1.00,2017-02-14,TD200,2,G,,
2017,,194,0.06837,0.00750,4,SKAHO194,./batch170217/SKAHO194_170214_7.D,kaho,KH,904-5 x 794-2,175-3,,,,H,2,1,2,21,59,29,23,,,,16,-,8,200D,22,2017-02-13,20:09,20:39,21:14,0.50,0.58,1.08,2017-02-14,TD200,2,G,,
2017,,195,0.08210,0.00158,7,SJACOBII195,./batch170217/SKAHO195_170214_8.D,jacobii,14807,10/15,-,,,,H,0,3,5,21,10,77,26,,,,16,-,8,200D,22,2017-02-14,18:12,18:47,19:17,0.58,0.50,1.08,2017-02-15,TD200,1,G,,
2017,,196,0.09980,0.00461,8,SJACOBII196,./batch170217/SJACOBII196_170215_2.D,jacobii,14807,B-2,-,,,,H,0,3,3,8,5,65,11,,,,16,-,8,200D,22,2017-02-14,18:15,18:48,19:18,0.55,0.50,1.05,2017-02-15,TD200,1,G,,
2017,,197,0.07863,0.00644,9,SKAHO197,./batch170217/SJACOBII197_170215_3.D,kaho,KK,3587-15 x 904-3,218-5,,,D,H,0,1,4,48,43,36,52,,,,16,-,8,200D,22,2017-02-14,18:56,19:29,20:01,0.55,0.53,1.08,2017-02-15,TD200,1,G,,"same inflorescence, night"
2017,,198,,,10,SKAHO198,./batch170217/SKAHO198_170215_4.D,kaho,KK,3587-15 x 904-3,218-4,,,D,H,0,2,2,43,9,27,45,,,,16,-,8,200D,22,2017-02-14,18:59,19:31,20:02,0.53,0.52,1.05,2017-02-15,TD200,1,G,,"same inflorescence, night"
2017,,199,0.07863,0.00347,11,SKAHO199,./batch170217/SKAHO199_170215_5.D,kaho,KK,892-5 x 892-4,140-6,,,,H,0,2,1,71,135,36,72,,,,16,-,8,200D,22,2017-02-14,19:03,19:34,20:05,0.52,0.52,1.03,2017-02-15,TD200,1,G,,
2017,,200,0.09265,0.00318,12,SKAHO200,./batch170217/SKAHO200_170215_6.D,kaho,KH,3587-7 x 794-4,192-1,,,D,H,6,3,2,33,32,45,35,,,,16,-,8,200D,22,2017-02-14,19:12,19:39,20:09,0.45,0.50,0.95,2017-02-15,TD200,1,G,,"same inflorescence, night"
2017,,201,0.03894,0.00635,13,SKAHO201,./batch170217/SKAHO201_170215_7.D,kaho,HH,879-2-2 x 879-G-2,1-15,,,D,H,16,3,1,22,42,44,23,,,,16,-,8,200D,22,2017-02-14,19:14,19:44,20:15,0.50,0.52,1.02,2017-02-16,TD200,1,G,,"same inflorescence, night"
2017,,202,0.09621,0.00252,14,SKAHO202,./batch170217/SKAHO202_170216_2.D,kaho,HH,879-10-1 x 899-2E- 1,22-4,,,D,H,10,5,2,25,22,48,27,,,,16,-,8,200D,22,2017-02-14,19:45,20:15,20:46,0.50,0.52,1.02,2017-02-16,TD200,1,G,,"same inflorescence, night"
2017,,203,0.03580,0.00834,16,SOBOVATA203,./batch170217/SKAHO203_170216_3.D,obovata,893,72A,Pot 1,,,,H,0,1,-,-,7,4,6,,,,16,-,8,200D,22,2017-02-14,19:49,20:19,20:49,0.50,0.50,1.00,2017-02-16,TD200,1,G,,
2017,,204,0.11442,0.00461,19,STRINERVIS204,./batch170217/SOBOVATA204_170216_4.D,trinervis,5448,Fruit A,-,,,,H,0,1,-,-,16,24,10,,,,16,-,8,200D,22,2017-02-14,19:52,20:23,20:54,0.52,0.52,1.03,2017-02-16,TD200,1,G,,
2017,,205,0.07863,0.00333,25,SKAHO205,./batch170217/STRINERVIS205_170216_5.D,kaho,KK,3587-15 x 904-3,218-5,,,D,H,0,1,4,48,43,36,52,,,,16,-,8,200D,22,2017-02-15,12:17,12:53,13:23,0.60,0.50,1.10,2017-02-16,TD200,1,L,,"same inflorescence, day"
2017,,206,0.09980,0.00032,27,SKAHO206,./batch170217/SKAHO206_170216_6.D,kaho,KK,3587-15 x 904-3,218-4,,,D,H,0,2,2,43,9,27,45,,,,16,-,8,200D,22,2017-02-15,12:19,12:55,13:25,0.60,0.50,1.10,2017-02-16,TD200,1,G,,"same inflorescence, day"
2017,,207,0.08911,0.00513,38,SKAHO207,./batch170217/SKAHO207_170216_7.D,kaho,KH,3587-7 x 794-4,192-1,,,D,H,6,3,2,33,32,45,35,,,,16,-,8,200D,22,2017-02-15,12:20,12:57,13:27,0.62,0.50,1.12,2017-02-16,TD200,1,G,,"same inflorescence, day"
2017,,208,0.02345,0.01054,26,SKAHO208,./batch170217/SKAHO208_170216_0.D,kaho,HH,879-2-2 x 879-G-2,1-15,,,D,H,16,3,1,22,42,44,23,,,,16,-,8,200D,22,2017-02-15,12:21,13:00,13:31,0.65,0.52,1.17,2017-02-16,TD200,1,G,,"same inflorescence, day"
2017,,209,,,28,SKAHO209,./batch170217/SKAHO209_170216_9.D,kaho,HH,879-10-1 x 899-2E- 1,22-4,,,D,H,10,5,2,25,22,48,27,,,,16,-,8,200D,22,2017-02-15,12:23,13:02,13:32,0.65,0.50,1.15,2017-02-16,TD200,1,G,,"same inflorescence, day"
2017,,210,0.08210,0.00158,7,SKAHO210,./batch170217/SKAHO210_170216_8.D,kaho,HK,866-2 x 892-1,94-10,,,,H,0,6,3,62,216,43,65,,,,16,-,8,200D,22,2017-02-16,19:09,19:45,20:19,0.60,0.57,1.17,2017-02-16,TD200,1,G,high boilers,Fixed ID entry 10/11/17. Still HK
2017,,211,0.09980,0.00461,8,SKAHO211,./batch170217/SKAHO211_170216_11.D,kaho,HK,794-4 x 904-5,85-4,,,,H,2,4,9,47,44,73,56,,,,16,-,8,200D,22,2017-02-16,19:11,19:47,20:19,0.60,0.53,1.13,2017-02-17,TD200,1,G,high boilers,
2017,,212,0.07863,0.00644,9,SKAHO212,./batch170217/SKAHO212_170217_2.D,kaho,HK,794-2 x 892-1,66-14,,,,H,6,6,9,92,181,110,101,,,,16,-,8,200D,22,2017-02-16,19:26,19:59,20:29,0.55,0.50,1.05,2017-02-17,TD200,1,G,high boilers,
2017,,213,,,10,SKAHO213,./batch170217/SKAHO213_170217_3.D,kaho,KH,904-3 x 899-2E- 1,165-1,,,,H,8,4,6,35,24,86,41,,,,16,-,8,200D,22,2017-02-16,19:35,20:08,20:40,0.55,0.53,1.08,2017-02-17,TD200,1,G,high boilers,
2017,,214,0.07863,0.00347,11,SKAHO214,./batch170217/SKAHO214_170217_4.D,kaho,HK,794-4 x 892-3,81-5,,,,H,8,7,17,43,34,86,60,,,,16,-,8,200D,22,2017-02-16,19:40,20:10,20:40,0.50,0.50,1.00,2017-02-17,TD200,1,G,high boilers,
2017,,215,0.09265,0.00318,12,SKAHO215,./batch170217/SKAHO215_170217_5.D,kaho,HH,866-2 x 879-2-2,89-6,,,,H,0,4,3,32,76,30,35,,,,16,-,8,200D,22,2017-02-16,19:50,20:21,20:51,0.52,0.50,1.02,2017-02-17,TD200,1,G,high boilers,
2017,,216,0.03894,0.00635,13,SKAHO216,./batch170217/SKAHO216_170217_6.D,kaho,KK,904-3 x 3587-14,170-3,,,,H,0,2,6,25,6,49,31,,,,16,-,8,200D,22,2017-02-16,20:08,20:40,21:14,0.53,0.57,1.10,2017-02-17,TD200,1,G,high boilers,
2017,,217,0.09621,0.00252,14,SKAHO217,./batch170217/SKAHO217_170217_7.D,kaho,KH,904-2 x 879-2-2,147-3,,,,H,4,3,3,9,38,5,12,,,,16,-,8,200D,22,2017-02-16,20:14,20:44,21:14,0.50,0.50,1.00,2017-02-17,TD200,1,G,high boilers,
2017,,218,0.03580,0.00834,16,SKAHO218,./batch170217/SKAHO218_170217_8.D,kaho,KK,892-1 x 892-1,108-5,,,,H,0,2,5,17,6,33,22,,,,16,-,8,200D,22,2017-02-16,20:17,20:47,21:17,0.50,0.50,1.00,2017-02-17,TD200,1,G,high boilers,"Contaminant. 108-5 marked as KH 892-1 x 879-2-2, but plant was S. kaalae. Changed 10/5/17"
2017,,219,0.11442,0.00461,19,SKAHO219,./batch170217/SKAHO219_170217_9.D,kaho,KK,3587-7 x 3587-14,198-9,,,,H,0,3,8,41,38,83,49,,,,16,-,8,200D,22,2017-02-16,20:25,20:55,21:33,0.50,0.63,1.13,2017-02-17,TD200,1,G,high boilers,
2017,,220,0.11813,0.00303,1,SKAHO220,./batch170217/SKAHO220_170217_0.D,kaho,HK,879-10-1 x 3587-C,30-2,,B,,H,0,1,3,29,45,16,32,,,,16,-,8,200D,21,2017-02-27,18:46,19:19,19:49,0.55,0.50,1.05,2017-02-28,TD200,1,G,,
2017,,221,0.03580,0.00529,2,SKAHO221,./batch170302/SKAHO221_170228_2.D,kaho,HK,879-10-1 x 3587-C,30-2,,A,,H,0,1,0,69,64,16,69,,,,16,-,8,200D,21,2017-02-27,18:46,19:19,19:49,0.55,0.50,1.05,2017-02-28,TD200,1,G,,
2017,,222,0.08210,0.00306,3,SKAHO222,./batch170302/SKAHO222_170228_3.D,kaho,HH,866-2 x 879-2-2,89-2,,,,H,0,1,6,21,89,12,27,,,,16,-,8,200D,21,2017-02-27,18:57,19:27,19:57,0.50,0.50,1.00,2017-02-28,TD200,1,G,,
2017,,223,0.06837,0.00750,4,SKAHO223,./batch170302/SKAHO223_170228_4.D,kaho,HK,794-2 x 3587-7,71-3,,,,H,4,3,6,34,94,11,40,,,,16,-,8,200D,21,2017-02-27,19:04,19:34,20:04,0.50,0.50,1.00,2017-02-28,TD200,1,G,,
2017,,224,0.11442,0.00555,5,SKAHO224,./batch170302/SKAHO224_170228_5.D,kaho,HK,899-2E- 1 x 3587-14,106-7,,,,H,0,1,2,8,19,20,10,,,,16,-,8,200D,21,2017-02-27,19:07,19:37,20:07,0.50,0.50,1.00,2017-02-28,TD200,1,G,,
2017,,225,0.07177,0.00758,6,SKAHO225,./batch170302/SKAHO225_170228_6.D,kaho,KK,904-5 x 904-3,184-18,,,,H,0,2,5,21,17,33,26,,,,16,-,8,200D,21,2017-02-27,19:11,19:51,20:24,0.67,0.55,1.22,2017-02-28,TD200,1,G,,
2017,,226,,,15,SKAHO226,./batch170302/SKAHO226_170228_7.D,kaho,HH,866-2 x 794-4,93-20,,,,H,6,3,1,13,14,14,14,,,,16,-,8,200D,21,2017-02-27,19:40,20:27,20:59,0.78,0.53,1.32,2017-02-28,TD200,1,G,,
2017,,227,,,17,SKAHO227,./batch170302/SKAHO227_170228_8.D,kaho,HH,879-N-5 x 879-G-2,47-1,,,,H,8,1,4,10,23,4,14,,,,16,-,8,200D,21,2017-02-27,19:42,20:28,20:59,0.77,0.52,1.28,2017-02-28,TD200,1,G,,
2017,,228,,,18,SKAHO228,./batch170302/SKAHO228_170228_9.D,kaho,HH,879-2-2 x 879-G-2,1-13,,,,H,6,1,3,13,34,11,16,,,,16,-,8,200D,21,2017-02-27,19:44,20:30,21:00,0.77,0.50,1.27,2017-02-28,TD200,1,G,,
2017,,229,,,20,SKAHO229,./batch170302/SKAHO229_170228_10.D,kaho,HH,879-G-2 x 879-10-1,32-1,,,,H,10,1,1,12,30,10,13,,,,16,-,8,200D,21,2017-02-27,19:46,20:31,21:01,0.75,0.50,1.25,2017-02-28,TD200,1,G,,
2017,,230,,,21,SKAHO230,./batch170302/SKAHO230_170228_11.D,kaho,HH,879-2-2 x 879-N-5,3-9,,,,H,16,3,2,12,52,5,14,,,,16,-,8,200D,22,2017-02-28,18:05,18:35,19:05,0.50,0.50,1.00,2017-03-01,TD200,1,G,,
2017,,231,,,22,SKAHO231,./batch170302/SKAHO231_170301_2.D,kaho,HH,879-2-2 x 794-2,4-18,,,,H,12,3,1,6,1,16,7,,,,16,-,8,200D,22,2017-02-28,18:08,18:38,19:08,0.50,0.50,1.00,2017-03-01,TD200,1,G,,
2017,,232,,,23,SKAHO232,./batch170302/SKAHO232_170301_3.D,kaho,HH,879-2-2 x 879-N-5,3-7,,,,H,10,4,3,19,41,0,22,,,,16,-,8,200D,22,2017-02-28,18:10,18:40,19:10,0.50,0.50,1.00,2017-03-01,TD200,1,G,,
2017,,233,,,24,SKAHO233,./batch170302/SKAHO233_170301_4.D,kaho,HK,879-G-2 x 904-5,39-1,,,,H,12,3,6,43,59,31,49,,,,16,-,8,200D,22,2017-02-28,18:14,18:45,19:15,0.52,0.50,1.02,2017-03-01,TD200,1,G,,
2017,,234,0.07863,0.00333,25,SKAHO234,./batch170302/SKAHO234_170301_5.D,kaho,KH,904-2 x 879-G-2,149-6,,,,H,4,4,7,66,116,18,73,,,,16,-,8,200D,22,2017-02-28,18:17,18:47,19:17,0.50,0.50,1.00,2017-03-01,TD200,1,G,,
2017,,235,0.02345,0.01054,26,AMBIENT235,./batch170302/SKAHO235_170301_6.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,22,2017-02-28,-,19:07,19:37,0.00,0.50,0.50,2017-03-01,TD200,1,G,,
2017,,236,0.11813,0.00303,1,SKAHO236,./batch170302/AMBIENT236_170301_7.D,kaho,HH,794-4 x 892-3,81-18,,,,H,14,6,7,30,29,49,37,,,,16,-,8,200D,23,2017-03-01,18:19,18:50,19:20,0.52,0.50,1.02,2017-03-02,TD200,1,0,,"81-18 Plant doesn't exist, but checked datasheet to confirm ID. Plant is HH."
2017,,237,0.03580,0.00529,2,SKAHO237,./batch170302/SKAHO237_170302_2.D,kaho,HH,866-2 x 879-2-2,89-6,,,,H,24,3,4,23,19,13,27,,,,16,-,8,200D,23,2017-03-01,18:22,18:52,19:22,0.50,0.50,1.00,2017-03-02,TD200,1,G,,
2017,,238,0.08210,0.00306,3,SKAHO238,./batch170302/SKAHO238_170302_3.D,kaho,HH,879-2-2 x 879-10-1,2-13,,,,H,19,4,2,20,23,23,22,,,,16,-,8,200D,23,2017-03-01,18:27,18:57,19:27,0.50,0.50,1.00,2017-03-02,TD200,1,G,,
2017,,239,0.06837,0.00750,4,SKAHO239,./batch170302/SKAHO239_170302_4.D,kaho,HK,866-2 x 904-5,98-2,,,,H,6,1,11,35,76,58,46,,,,16,-,8,200D,23,2017-03-01,18:32,19:02,19:32,0.50,0.50,1.00,2017-03-02,TD200,1,G,,wilted
2017,,240,0.11442,0.00555,5,SKAHO240,./batch170302/SKAHO240_170302_5.D,kaho,KK,904-3 x 904-5,169-16,,,,H,0,1,11,18,36,23,29,,,,16,-,8,200D,23,2017-03-01,18:36,19:07,19:36,0.52,0.48,1.00,2017-03-02,TD200,1,G,,
2017,,241,0.07177,0.00758,6,AMBIENT241,./batch170302/SKAHO241_170302_6.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,23,2017-03-01,-,19:34,20:06,0.00,0.53,0.53,2017-03-02,TD200,1,G,,
2017,,242,0.08210,0.00158,7,AMBIENT242,./batch170302/AMBIENT242_170302_7.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,32,2017-04-05,-,13:34,14:04,0.00,0.50,0.50,2017-04-05,TD200,,G,,filename was AMBIENT245
2017,,243,0.09980,0.00461,8,SKAHO243,./batch170420/AMBIENT243_170405_4.D,kaho,KK,904-3 x 904-2,168-11,,,D,H,0,1,0,29,77,14,29,,,,16,-,8,200D,32,2017-04-05,13:23,13:54,14:24,0.52,0.50,1.02,2017-04-05,TD200,,G,,
2017,,244,0.07863,0.00644,9,SKAHO244,./batch170420/SKAHO244_170405_6.D,kaho,KK,904-2 x 892-1,155-7,,,D,H,0,1,8,47,15,33,55,,,,16,-,8,200D,32,2017-04-05,13:28,13:58,14:28,0.50,0.50,1.00,2017-04-05,TD200,,G,,
2017,,245,,,10,SKAHO245,./batch170420/SKAHO245_170405_7.D,kaho,HH,879-2-2 x 879-N-5,3-15,,,D,H,13,7,1,36,20,19,37,,,,16,-,8,200D,32,2017-04-05,13:39,14:09,14:39,0.50,0.50,1.00,2017-04-05,TD200,,G,,
2017,,246,0.07863,0.00347,11,SKAALAE246,./batch170420/SKAHO246_170405_8.D,kaalae,904,5-A,-,,,D,H,0,1,12,23,13,44,35,,,,16,-,8,200D,32,2017-04-05,13:41,14:12,14:42,0.52,0.50,1.02,2017-04-05,TD200,,G,,
2017,,247,0.09265,0.00318,12,SKAHO247,./batch170420/SKAALAE247_170405_9.D,kaho,HH,879-10-1 x 879-N-5,18-1,,,D,H,12,4,3,17,3,14,20,,,,16,-,8,200D,32,2017-04-05,13:48,14:18,14:48,0.50,0.50,1.00,2017-04-06,TD200,,G,,
2017,,248,0.03894,0.00635,13,SKAHO248,./batch170420/SKAHO248_170406_2.D,kaho,HH,794-2 x 794-4,63-11,,,D,H,20,9,6,28,12,25,34,,,,16,-,8,200D,31,2017-04-05,14:01,14:31,15:03,0.50,0.53,1.03,2017-04-06,TD200,,G,,
2017,,249,0.09621,0.00252,14,SKAHO249,./batch170420/SKAHO249_170406_3.D,kaho,HH,794-2 x 794-4,63-10,,,D,H,8,8,1,26,17,8,27,,,,16,-,8,200D,31,2017-04-05,14:07,14:40,15:10,0.55,0.50,1.05,2017-04-06,TD200,,G,,
2017,,250,,,15,SKAHO250,./batch170420/SKAHO250_170406_4.D,kaho,HH,794-4 x 879-10-1,75-14,,,D,H,12,5,8,28,15,11,36,,,,16,-,8,200D,31,2017-04-05,14:16,14:46,15:16,0.50,0.50,1.00,2017-04-06,TD200,,G,,
2017,,251,0.03580,0.00834,16,SKAHO251,./batch170420/SKAHO251_170406_5.D,kaho,HH,794-4 x 866-2,79-3,,,D,H,12,5,1,32,23,23,33,,,,16,-,8,200D,31,2017-04-05,14:20,14:50,15:20,0.50,0.50,1.00,2017-04-06,TD200,,G,,
2017,,252,,,17,SKAHO252,./batch170420/SKAHO252_170406_6.D,kaho,HK,866-2 x 892-1,94-6,,,D,H,0,2,2,17,18,2,19,,,,16,-,8,200D,29,2017-04-05,14:22,14:52,15:22,0.50,0.50,1.00,2017-04-06,TD200,,0,desorbed ,
2017,,253,,,18,SKAHO253,#N/A,kaho,KK,904-3 x 904-2,168-11,,,D,H,0,1,0,29,77,14,29,,,,16,-,8,200D,22,2017-04-05,19:48,20:27,20:57,0.65,0.50,1.15,2017-04-06,TD200,,G,,
2017,,254,0.11442,0.00461,19,SKAHO254,./batch170420/SKAHO254_170406_9.D,kaho,KK,904-2 x 892-1,155-7,,,D,H,0,1,8,47,15,33,55,,,,16,-,8,200D,22,2017-04-05,19:48,20:27,20:57,0.65,0.50,1.15,2017-04-06,TD200,,G,,
2017,,255,,,20,SKAHO255,./batch170420/SKAHO255_170406_0.D,kaho,HH,879-2-2 x 879-N-5,3-15,,,D,H,13,7,1,36,20,19,37,,,,16,-,8,200D,22,2017-04-05,19:48,20:27,20:57,0.65,0.50,1.15,2017-04-10,TD200,,G,,
2017,,256,0.09980,0.00032,27,SKAALAE256,./batch170420/SKAHO256_170410_3.D,kaalae,904,5-A,-,,,D,H,0,1,12,23,13,44,35,,,,16,-,8,200D,22,2017-04-05,19:48,20:27,20:57,0.65,0.50,1.15,2017-04-10,TD200,,G,,filename was SKAHO257
2017,,257,,,28,SKAHO257,./batch170420/SKAALAE257_170410_4.D,kaho,HH,879-10-1 x 879-N-5,18-1,,,D,H,12,4,3,17,3,14,20,,,,16,-,8,200D,22,2017-04-05,19:48,20:27,20:57,0.65,0.50,1.15,2017-04-10,TD200,,G,,
2017,,258,0.04211,0.00655,29,SKAHO258,./batch170420/SKAHO258_170410_5.D,kaho,HH,794-2 x 794-4,63-11,,,D,H,20,9,6,28,12,25,34,,,,16,-,8,200D,22,2017-04-05,20:44,21:14,21:44,0.50,0.50,1.00,2017-04-10,TD200,,G,,
2017,,259,,,30,SKAHO259,./batch170420/SKAHO259_170410_6.D,kaho,HH,794-2 x 794-4,63-10,,,D,H,8,8,1,26,17,8,27,,,,16,-,8,200D,22,2017-04-05,20:44,21:14,21:44,0.50,0.50,1.00,2017-04-10,TD200,,G,,
2017,,260,,,31,SKAHO260,./batch170420/SKAHO260_170410_7.D,kaho,HH,794-4 x 879-10-1,75-14,,,D,H,12,5,8,28,15,11,36,,,,16,-,8,200D,22,2017-04-05,20:44,21:14,21:44,0.50,0.50,1.00,2017-04-10,TD200,,G,,
2017,,261,0.05178,0.01130,32,SKAHO261,./batch170420/SKAHO261_170410_8.D,kaho,HH,794-4 x 866-2,79-3,,,D,H,12,5,1,32,23,23,33,,,,16,-,8,200D,22,2017-04-05,20:44,21:14,21:44,0.50,0.50,1.00,2017-04-10,TD200,,G,,
2017,,262,,,33,SKAHO262,./batch170420/SKAHO262_170410_9.D,kaho,HK,866-2 x 892-1,94-6,,,D,H,0,2,2,17,18,2,19,,,,16,-,8,200D,22,2017-04-05,20:44,21:14,21:44,0.50,0.50,1.00,2017-04-10,TD200,,G,,
2017,,263,0.11813,0.00303,1,SHOOKERI263,./batch170420/SKAHO263_170410_10.D,hookeri,794,Loc 2,Clone 2,,,D,H,2,6,4,58,35,36,29,,,,16,-,8,200D,31,2017-04-10,12:47,13:21,13:52,0.57,0.52,1.08,,TD200,,0,baked,
2017,,264,0.03580,0.00529,2,SKAALAE264,#N/A,kaalae,3587,10,-,,,D,H,0,1,11,30,53,13,55,,,,16,-,8,200D,31,2017-04-10,12:49,13:23,13:53,0.57,0.50,1.07,,TD200,,0,baked,
2017,,265,0.08210,0.00306,3,SHOOKERI265,#N/A,hookeri,891,3-11,-,,,D,H,1,4,6,23,8,10,37,,,,16,-,8,200D,31,2017-04-10,12:51,13:25,13:55,0.57,0.50,1.07,,TD200,,0,baked,
2017,,266,0.06837,0.00750,4,SKAALAE266,#N/A,kaalae,3587,7,-,,,D,H,0,2,3,34,10,37,35,,,,16,-,8,200D,31,2017-04-10,12:54,13:26,13:56,0.53,0.50,1.03,,TD200,,0,baked,
2017,,267,0.11442,0.00555,5,SKAALAE267,#N/A,kaalae,3587,3,-,,,D,H,0,1,2,13,36,17,20,,,,16,-,8,200D,31,2017-04-10,12:57,13:27,13:57,0.50,0.50,1.00,,TD200,,0,baked,
2017,,268,0.07177,0.00758,6,SKAALAE268,#N/A,kaalae,881,2,Self 8,,,D,H,0,3,3,18,2,47,34,,,,16,-,8,200D,30,2017-04-10,13:34,14:06,14:36,0.53,0.50,1.03,,TD200,,0,baked,
2017,,269,0.08210,0.00158,7,SHOOKERI269,#N/A,hookeri,879,N-5,-,,,D,H,4,4,3,62,33,21,27,,,,16,-,8,200D,30,2017-04-10,13:37,14:07,14:37,0.50,0.50,1.00,,TD200,,0,baked,
2017,,270,0.09980,0.00461,8,SKAALAE270,#N/A,kaalae,904,2,-,,,D,H,0,1,5,18,9,13,36,,,,16,-,8,200D,30,2017-04-10,13:40,14:10,14:40,0.50,0.50,1.00,,TD200,,0,baked,
2017,,271,0.07863,0.00644,9,SHOOKERI271,#N/A,hookeri,866,2,Clone 1,,,D,H,2,4,12,57,23,21,33,,,,16,-,8,200D,30,2017-04-10,13:45,14:15,14:45,0.50,0.50,1.00,,TD200,,0,baked,
2017,,272,,,10,SHOOKERI272,#N/A,hookeri,794,Loc 2,-,,,D,H,0,2,2,28,4,21,19,,,,16,-,8,200D,30,2017-04-10,13:47,14:17,14:47,0.50,0.50,1.00,,TD200,,0,baked,
2017,,273,0.07863,0.00347,11,SHOOKERI273,#N/A,hookeri,794,Loc 2,Clone 2,,,D,H,2,6,4,58,35,36,29,,,,16,-,8,200D,22,2017-04-10,19:14,19:51,20:23,0.62,0.53,1.15,2017-04-11,TD200,,G,,
2017,,274,0.09265,0.00318,12,SKAALAE274,./batch170420/SHOOKERI274_170411_2.D,kaalae,3587,10,-,,,D,H,0,1,11,30,53,13,55,,,,16,-,8,200D,22,2017-04-10,19:14,19:51,20:23,0.62,0.53,1.15,2017-04-11,TD200,,G,,
2017,,275,0.03894,0.00635,13,SHOOKERI275,./batch170420/SKAALAE275_170411_3.D,hookeri,891,3-11,-,,,D,H,1,4,6,23,8,10,37,,,,16,-,8,200D,22,2017-04-10,19:14,19:51,20:23,0.62,0.53,1.15,2017-04-11,TD200,,G,,
2017,,276,0.09621,0.00252,14,SKAALAE276,./batch170420/SHOOKERI276_170411_4.D,kaalae,3587,7,-,,,D,H,0,2,3,34,10,37,35,,,,16,-,8,200D,22,2017-04-10,19:14,19:51,20:23,0.62,0.53,1.15,2017-04-11,TD200,,G,,
2017,,277,,,21,SKAALAE277,./batch170420/SKAALAE277_170411_5.D,kaalae,3587,3,-,,,D,H,0,1,2,13,36,17,20,,,,16,-,8,200D,22,2017-04-10,19:14,19:51,20:23,0.62,0.53,1.15,2017-04-11,TD200,,G,,
2017,,278,,,22,SKAALAE278,./batch170420/SKAALAE278_170411_6.D,kaalae,881,2,Self 8,,,D,H,0,3,3,18,2,47,34,,,,16,-,8,200D,22,2017-04-10,20:09,20:38,21:08,0.48,0.50,0.98,2017-04-11,TD200,,G,,
2017,,279,,,23,SHOOKERI279,./batch170420/SKAALAE279_170412_2.D,hookeri,879,N-5,-,,,D,H,4,4,3,62,33,21,27,,,,16,-,8,200D,22,2017-04-10,20:09,20:38,21:08,0.48,0.50,0.98,2017-04-12,TD200,,G,,
2017,,280,,,24,SKAALAE280,./batch170420/SHOOKERI280_170412_3.D,kaalae,904,2,-,,,D,H,0,1,5,18,9,13,36,,,,16,-,8,200D,22,2017-04-10,20:09,20:38,21:08,0.48,0.50,0.98,2017-04-12,TD200,,G,,
2017,,281,0.07863,0.00333,25,SHOOKERI281,./batch170420/SKAALAE281_170412_4.D,hookeri,866,2,Clone 1,,,D,H,2,4,12,57,23,21,33,,,,16,-,8,200D,22,2017-04-10,20:09,20:38,21:08,0.48,0.50,0.98,2017-04-12,TD200,,G,,
2017,,282,0.02345,0.01054,26,SHOOKERI282,./batch170420/SHOOKERI282_170412_5.D,hookeri,794,Loc 2,-,,,D,H,0,2,2,28,4,21,19,,,,16,-,8,200D,22,2017-04-10,20:09,20:38,21:08,0.48,0.50,0.98,2017-04-12,TD200,,G,,
2017,,283,0.02958,0.00545,34,SGLOBOSA283,./batch170420/SHOOKERI283_170412_6.D,globosa,844,F2-22,-,,,,F,0,1,-,-,26,54,35,,,,16,-,8,200D,25,2017-04-11,19:04,19:34,20:04,0.50,0.50,1.00,2017-04-12,TD200,,G,,
2017,,284,,,35,SGLOBOSA284,./batch170420/SGLOBOSA284_170412_7.D,globosa,844,F3-30,-,,,,F,0,1,-,-,9,19,39,,,,16,-,8,200D,25,2017-04-11,19:04,19:34,20:04,0.50,0.50,1.00,2017-04-12,TD200,,G,,
2017,,285,0.10342,0.00832,36,SGLOBOSA285,./batch170420/SGLOBOSA285_170412_8.D,globosa,844,F3-27,-,,,,M,0,1,-,-,49,24,36,,,,16,-,8,200D,25,2017-04-11,19:05,19:35,20:05,0.50,0.50,1.00,2017-04-12,TD200,,G,,
2017,,286,,,37,SGLOBOSA286,./batch170420/SGLOBOSA286_170412_9.D,globosa,844,F4-3,-,,,,F,0,1,-,-,0,18,29,,,,16,-,8,200D,25,2017-04-11,19:05,19:35,20:05,0.50,0.50,1.00,2017-04-12,TD200,,G,,
2017,,287,0.08911,0.00513,38,SGLOBOSA287,./batch170420/SGLOBOSA287_170412_10.D,globosa,844,F8-13,-,,,,F,0,1,-,-,40,22,16,,,,16,-,8,200D,25,2017-04-11,19:06,19:36,20:06,0.50,0.50,1.00,2017-04-12,TD200,,G,,
