FileName,Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes,DN,sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,user,FullName,id,desorb.Start.diff,nameBlank,Mixup,kBlank,Cluster,n_peaks,vial,dupe,ApproxDate,Period,SteelTube,Problem,Note,TubeMatch,sample,verdict,FileName2,dupe2,badtube,type,sp,sp2,Species2,Species2Pop
SCH_V294_6292019_06.qgd,2019,9,599,NA,NA,294,NA,NA,verticillata,880,A,Clone 1,2013-06-21,NA,D,H,2,2,4,7,21,11,11,NA,NA,NA,16,NA,NA,200D,32,2019-04-24,11:57,12:27:00,12:57:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-29T12:20:44Z,2019-06-29T22:05:06Z,2019-06-29T22:05:09Z,2019-06-29T22:05:06Z,Desorbed NA,5,6,6,6,0,3,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V294_6292019_06.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1946,FALSE,FALSE,FALSE,29,259,294,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V294_6292019_06.qgd,FALSE,FALSE,floral,VERT,VERT,verticillata,verticillata 880
SCH_V3_7102019_10.qgd,2017,NA,317,0.0821,0.00306,3,SATTENUATA317,#N/A,attenuata,1394,18,7,NA,R,NA,H,4,1,4,13,6,38,17,NA,NA,NA,16,NA,8,200D,25,2017-07-03,17:09,17:45:00,18:23:00,0.6,0.53,1.13,NA,RMBL,NA,NR,NA,Out of bag (OOB) 18:01-18:07,Night,2019-07-10T21:04:27Z,2019-07-11T09:16:00Z,2019-07-11T09:14:36Z,2019-07-11T09:14:36Z,Desorbed NA,8,10,10,10,0,84,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V3_7102019_10.qgd,a63a14c6-cd09-48f0-9d26-3d7c0ac77142,1862,FALSE,FALSE,FALSE,31,346,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V3_7102019_10.qgd,FALSE,FALSE,floral,ATTE,ATTE,attenuata,attenuata 1394
SCH_V301_7222019_06.qgd,2019,9,600,NA,NA,301,NA,NA,spergulina,12029X,120294-P5,NA,NA,NA,D,M,2,1,-,-,12,37,27,NA,NA,NA,16,NA,NA,200D,33,2019-04-24,11:59,12:34:00,13:04:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Day,2019-07-22T11:15:58Z,2019-07-22T21:00:37Z,2019-07-22T21:00:00Z,2019-07-22T21:00:00Z,Desorbed NA,5,6,6,6,0,37,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V301_7222019_06.qgd,11df5c41-b22c-432b-a841-c13e626cd3c3,1946,FALSE,FALSE,FALSE,10,339,301,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V301_7222019_06.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V303_6292019_13.qgd,2019,8,591,NA,NA,303,NA,NA,attenuata,1394,18,7,NA,NA,D,H,4,1,5,9,1,30,14,NA,NA,NA,16,NA,NA,200D,19,2019-04-23,20:54,21:24:00,21:54:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T12:20:44Z,2019-06-30T01:54:28Z,2019-06-30T01:54:22Z,2019-06-30T01:54:22Z,Desorbed NA,12,13,13,13,0,6,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V303_6292019_13.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1894,FALSE,FALSE,FALSE,25,302,303,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V303_6292019_13.qgd,FALSE,FALSE,floral,ATTE,ATTE,attenuata,attenuata 1394
SCH_V304_6292019_14.qgd,2019,8,587,NA,NA,304,NA,NA,haleakalensis,851,No #1,Cutting 1,NA,NA,D,F,2,1,-,-,2,43,49,NA,NA,NA,16,NA,NA,200D,26,2019-04-23,11:50,12:37:00,13:07:00,0.78,0.5,1.28,NA,RMBL,NA,NR,NA,"""No #1"" is crossed out on tag",Day,2019-06-29T12:20:44Z,2019-06-30T02:26:49Z,2019-06-30T02:26:51Z,2019-06-30T02:26:49Z,Desorbed NA,13,14,14,14,0,2,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V304_6292019_14.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1941,FALSE,FALSE,FALSE,10,285,304,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V304_6292019_14.qgd,FALSE,FALSE,floral,HALE,HALE,haleakalensis,haleakalensis 851
SCH_V305_6292019_15.qgd,2019,8,592,NA,NA,305,NA,NA,haleakalensis,851,No #1,Cutting 1,NA,NA,D,F,2,1,-,-,2,43,49,NA,NA,NA,16,NA,NA,200D,19,2019-04-23,20:54,21:24:00,21:54:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T12:20:44Z,2019-06-30T02:59:03Z,2019-06-30T02:58:54Z,2019-06-30T02:58:54Z,Desorbed NA,14,15,15,15,0,9,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V305_6292019_15.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1934,FALSE,FALSE,FALSE,10,293,305,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V305_6292019_15.qgd,FALSE,FALSE,floral,HALE,HALE,haleakalensis,haleakalensis 851
SCH_V309_6292019_16.qgd,2019,8,590,NA,NA,309,NA,NA,apokremnos,90471,22,NA,NA,NA,D,M,0,1,-,-,47,3,18,NA,NA,NA,16,NA,NA,200D,26,2019-04-23,11:50,12:37:00,13:07:00,0.78,0.5,1.28,NA,RMBL,NA,NR,NA,NA,Day,2019-06-29T12:20:44Z,2019-06-30T03:30:58Z,2019-06-30T03:30:58Z,2019-06-30T03:30:58Z,Desorbed NA,15,16,16,16,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V309_6292019_16.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1915,FALSE,FALSE,FALSE,10,306,309,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V309_6292019_16.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 90471
SCH_V31_7222019_03.qgd,2017,1,320,NA,NA,31,SKAHO320,#N/A,kaho,HH,879-2-2 x 879-10-1,2-11,NA,NA,D,H,0,1,7,26,12,17,33,NA,NA,NA,16,NA,8,200D,NA,2017-07-12,11:33,12:03:00,12:33:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,temp not recorded,Day,2019-07-22T21:54:35Z,2019-07-23T06:00:22Z,2019-07-23T05:59:45Z,2019-07-23T05:59:45Z,Desorbed NA,3,3,3,3,0,37,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V31_7222019_03.qgd,8807019c-3154-4618-9aac-737b7e18a324,1898,FALSE,FALSE,FALSE,6,357,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V31_7222019_03.qgd,FALSE,FALSE,floral,KAHO,HOOK,hookeri,hookeri HH
SCH_V310_6292019_17.qgd,2019,8,594,NA,NA,310,NA,NA,apokremnos,90471,22,NA,NA,NA,D,M,0,1,-,-,47,3,18,NA,NA,NA,16,NA,NA,200D,19,2019-04-23,20:54,21:24:00,21:54:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T12:20:44Z,2019-06-30T04:03:44Z,2019-06-30T04:03:48Z,2019-06-30T04:03:44Z,Desorbed NA,16,17,17,17,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V310_6292019_17.qgd,a5b8c6fa-814e-4190-bd54-9077480af3c7,1966,FALSE,FALSE,FALSE,10,296,310,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V310_6292019_17.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 90471
SCH_V311_6292019_18.qgd,2019,8,586,NA,NA,311,NA,NA,attenuata,1394,18,7,NA,NA,D,H,4,1,5,9,1,30,14,NA,NA,NA,16,NA,NA,200D,26,2019-04-23,11:50,12:37:00,13:07:00,0.78,0.5,1.28,NA,RMBL,NA,NR,NA,black nectar,Day,2019-06-29T21:52:18Z,2019-06-30T13:48:01Z,2019-06-30T13:47:56Z,2019-06-30T13:47:56Z,Desorbed NA,17,18,18,18,0,5,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V311_6292019_18.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1877,FALSE,FALSE,FALSE,25,312,311,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V311_6292019_18.qgd,FALSE,FALSE,floral,ATTE,ATTE,attenuata,attenuata 1394
SCH_V317_6292019_19.qgd,2019,9,601,NA,NA,317,NA,NA,apokremnos,90462,11,NA,NA,NA,D,M,0,1,-,-,15,26,35,NA,NA,NA,16,NA,NA,200D,19,2019-04-24,21:01,21:31:00,22:01:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,stop times not written for this night,Night,2019-06-29T21:52:18Z,2019-06-30T14:19:09Z,2019-06-30T14:19:12Z,2019-06-30T14:19:09Z,Desorbed NA,18,19,19,19,0,3,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V317_6292019_19.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1868,FALSE,FALSE,FALSE,25,320,317,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V317_6292019_19.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 90462
SCH_V318_6292019_20.qgd,2019,9,603,NA,NA,319,NA,NA,spergulina,12029X,120290-8,NA,NA,NA,D,F,0,1,-,-,2,28,47,NA,NA,NA,16,NA,NA,200D,19,2019-04-24,21:03,21:33:00,22:03:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T14:50:25Z,2019-06-30T14:50:15Z,2019-06-30T14:50:15Z,Desorbed NA,20,21,20,20,1,10,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V318_6292019_20.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,NA,FALSE,FALSE,FALSE,4,308,318,TRUE,2019-06-30,NA,19,skipped,"1 leak and 1 skip, but it was only waiting on one blank!",FALSE,SCH_V319_6292019_21.qgd,skip-rename,SCH_V319_6292019_21.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V318_712019_12.qgd,2019,9,602,NA,NA,318,NA,NA,haleakalensis,851,NA,Cutting 2,NA,NA,D,F,4,1,-,-,0,57,36,NA,NA,NA,16,NA,NA,200D,19,2019-04-24,21:02,21:32:00,22:02:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-07-01T22:30:52Z,2019-07-02T11:19:58Z,2019-07-02T11:18:57Z,2019-07-02T11:18:57Z,Desorbed NA,11,12,12,12,0,61,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V318_712019_12.qgd,2d9a9039-fff3-4808-96a0-0ee099d648ae,1936,FALSE,FALSE,FALSE,1,313,318,TRUE,2019-06-30,NA,19,skipped,"1 leak and 1 skip, but it was only waiting on one blank!",FALSE,NA,second,SCH_V318_712019_12.qgd,TRUE,FALSE,floral,HALE,HALE,haleakalensis,haleakalensis 851
SCH_V320_6292019_02.qgd,2019,9,604,NA,NA,320,NA,NA,verticillata,880,A,Clone 1,2013-06-21,NA,D,H,2,2,4,7,21,11,11,NA,NA,NA,16,NA,NA,200D,19,2019-04-24,21:04,21:34:00,22:04:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T05:27:44Z,2019-06-30T05:27:35Z,2019-06-30T05:27:35Z,Desorbed NA,1,2,2,2,0,9,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V320_6292019_02.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1840,FALSE,FALSE,FALSE,36,309,320,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V320_6292019_02.qgd,FALSE,FALSE,floral,VERT,VERT,verticillata,verticillata 880
SCH_V321_6292019_03.qgd,2019,9,605,NA,NA,321,NA,NA,spergulina,12029X,120294-P5,NA,NA,NA,D,M,2,1,-,-,12,37,27,NA,NA,NA,16,NA,NA,200D,19,2019-04-24,21:05,21:35:00,22:05:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T05:59:10Z,2019-06-30T05:59:13Z,2019-06-30T05:59:10Z,Desorbed NA,2,3,3,3,0,3,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V321_6292019_03.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1886,FALSE,FALSE,FALSE,25,322,321,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V321_6292019_03.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V322_712019_10.qgd,2019,10,606,NA,NA,322,NA,NA,spergulina,14632,2P,NA,NA,NA,D,H,2,1,1,22,46,48,23,NA,NA,NA,16,NA,NA,200D,28,2019-04-25,12:02,12:38:00,13:08:00,0.6,0.5,1.1,NA,RMBL,NA,NR,NA,pictures and counted these 4/27/19,Day,2019-07-01T22:30:52Z,2019-07-02T10:16:19Z,2019-07-02T10:16:25Z,2019-07-02T10:16:19Z,Desorbed NA,9,10,10,10,0,6,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V322_712019_10.qgd,2d9a9039-fff3-4808-96a0-0ee099d648ae,1881.5,FALSE,FALSE,FALSE,4,329,322,TRUE,2019-06-30,NA,3,leaked,NA,FALSE,NA,second,SCH_V322_712019_10.qgd,TRUE,FALSE,floral,SPER,SPER,spergulina,spergulina 14632
SCH_V323_6292019_05.qgd,2019,10,607,NA,NA,323,NA,NA,adamantis,847,397-6,NA,NA,NA,D,H,0,1,2,9,22,15,11,NA,NA,NA,16,NA,NA,200D,28,2019-04-25,12:02,12:38:00,13:08:00,0.6,0.5,1.1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-29T21:52:18Z,2019-06-30T07:01:45Z,2019-06-30T07:01:12Z,2019-06-30T07:01:12Z,Desorbed NA,4,5,5,5,0,33,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V323_6292019_05.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1877.5,FALSE,FALSE,FALSE,4,310,323,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V323_6292019_05.qgd,FALSE,FALSE,floral,ADAM,ADAM,adamantis,adamantis 847
SCH_V324_6292019_06.qgd,2019,10,608,NA,NA,324,NA,NA,salmen,902,116,Clone 1,2013-06-20,NA,D,H,0,1,3,10,15,7,13,NA,NA,NA,16,NA,NA,200D,28,2019-04-25,12:02,12:38:00,13:08:00,0.6,0.5,1.1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-29T21:52:18Z,2019-06-30T07:32:40Z,2019-06-30T07:32:33Z,2019-06-30T07:32:33Z,Desorbed NA,5,6,6,6,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V324_6292019_06.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1855,FALSE,FALSE,FALSE,4,327,324,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V324_6292019_06.qgd,FALSE,FALSE,floral,SALM,SALM,salmen,salmen 902
SCH_V325_6292019_07.qgd,2019,10,609,NA,NA,325,NA,NA,adamantis,847,357-5,Clone C,NA,NA,D,F,2,1,-,-,6,17,18,NA,NA,NA,16,NA,NA,200D,28,2019-04-25,12:02,12:38:00,13:08:00,0.6,0.5,1.1,NA,RMBL,NA,NR,NA,"""597 sds""",Day,2019-06-29T21:52:18Z,2019-06-30T08:03:59Z,2019-06-30T08:03:53Z,2019-06-30T08:03:53Z,Desorbed NA,6,7,7,7,0,6,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V325_6292019_07.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1879,FALSE,FALSE,FALSE,36,314,325,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V325_6292019_07.qgd,FALSE,FALSE,floral,ADAM,ADAM,adamantis,adamantis 847
SCH_V326_6292019_08.qgd,2019,10,610,NA,NA,326,NA,NA,spergulina,12029X,120290-1,NA,NA,NA,D,F,4,1,-,-,46,64,52,NA,NA,NA,16,NA,NA,200D,28,2019-04-25,12:02,12:39:00,13:09:00,0.62,0.5,1.12,NA,RMBL,NA,NR,NA,trap not cleaned (tube leaked),Day,2019-06-29T21:52:18Z,2019-06-30T08:35:18Z,2019-06-30T08:35:18Z,2019-06-30T08:35:18Z,Desorbed NA,7,8,8,8,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V326_6292019_08.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1879,FALSE,FALSE,FALSE,23,325,326,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V326_6292019_08.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V327_6292019_09.qgd,2019,10,611,NA,NA,327,NA,NA,spergulina,14632,2P,NA,NA,NA,D,H,2,1,1,22,46,48,23,NA,NA,NA,16,NA,NA,200D,19,2019-04-26,22:15,22:46:00,23:17:00,0.52,0.52,1.03,NA,RMBL,NA,NR,NA,One day later,Night,2019-06-29T21:52:18Z,2019-06-30T09:06:39Z,2019-06-30T09:06:43Z,2019-06-30T09:06:39Z,Desorbed NA,8,9,9,9,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V327_6292019_09.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1881,FALSE,FALSE,FALSE,4,308,327,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V327_6292019_09.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 14632
SCH_V328_6292019_10.qgd,2019,10,612,NA,NA,328,NA,NA,adamantis,847,397-6,NA,NA,NA,D,H,0,1,2,9,22,15,11,NA,NA,NA,16,NA,NA,200D,19,2019-04-26,22:18,22:47:00,23:17:00,0.48,0.5,0.98,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T09:38:01Z,2019-06-30T09:38:08Z,2019-06-30T09:38:01Z,Desorbed NA,9,10,10,10,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V328_6292019_10.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1882,FALSE,FALSE,FALSE,4,299,328,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V328_6292019_10.qgd,FALSE,FALSE,floral,ADAM,ADAM,adamantis,adamantis 847
SCH_V329_6292019_12.qgd,2019,10,613,NA,NA,329,NA,NA,salmen,902,116,Clone 1,2013-06-20,NA,D,H,0,1,3,10,15,7,13,NA,NA,NA,16,NA,NA,200D,19,2019-04-26,22:19,22:49:00,23:14:00,0.5,0.42,0.92,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T10:41:29Z,2019-06-30T10:40:29Z,2019-06-30T10:40:29Z,Desorbed NA,11,12,12,12,0,60,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V329_6292019_12.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1925,FALSE,FALSE,FALSE,4,303,329,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V329_6292019_12.qgd,FALSE,FALSE,floral,SALM,SALM,salmen,salmen 902
SCH_V330_6292019_13.qgd,2019,10,614,NA,NA,330,NA,NA,adamantis,847,357-5,Clone C,NA,NA,D,F,2,1,-,-,6,17,18,NA,NA,NA,16,NA,NA,200D,19,2019-04-26,22:20,22:51:00,23:21:00,0.52,0.5,1.02,NA,RMBL,NA,NR,NA,trap slipped,Night,2019-06-29T21:52:18Z,2019-06-30T11:11:56Z,2019-06-30T11:11:49Z,2019-06-30T11:11:49Z,Desorbed NA,12,13,13,13,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V330_6292019_13.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1827,FALSE,FALSE,FALSE,4,314,330,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V330_6292019_13.qgd,FALSE,FALSE,floral,ADAM,ADAM,adamantis,adamantis 847
SCH_V331_6292019_14.qgd,2019,10,615,NA,NA,331,NA,NA,spergulina,12029X,120290-1,NA,NA,NA,D,F,4,1,-,-,46,64,52,NA,NA,NA,16,NA,NA,200D,19,2019-04-26,22:21,22:52:00,23:22:00,0.52,0.5,1.02,NA,RMBL,NA,NR,NA,NA,Night,2019-06-29T21:52:18Z,2019-06-30T11:43:06Z,2019-06-30T11:43:07Z,2019-06-30T11:43:06Z,Desorbed NA,13,14,14,14,0,1,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V331_6292019_14.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1870,FALSE,FALSE,FALSE,4,307,331,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V331_6292019_14.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V332_6292019_15.qgd,2019,10,616,NA,NA,332,NA,NA,apokremnos,889,No # 1 x 889 u-L 5,NA,NA,NA,D,H,0,1,-,-,42,28,111,NA,NA,NA,16,NA,NA,200D,28,2019-04-30,11:47,12:25:00,12:53:00,0.63,0.47,1.1,NA,RMBL,NA,NR,NA,Inferred temperature for daytime,Day,2019-06-29T21:52:18Z,2019-06-30T12:14:16Z,2019-06-30T12:14:24Z,2019-06-30T12:14:16Z,Desorbed NA,14,15,15,15,0,8,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V332_6292019_15.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1870,FALSE,FALSE,FALSE,25,312,332,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V332_6292019_15.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 889
SCH_V333_6292019_16.qgd,2019,10,618,NA,NA,333,NA,NA,sarmentosa,896,17-5,NA,2013-04-03,NA,D,H,7,6,7,43,64,40,50,NA,NA,NA,16,NA,NA,200D,28,2019-04-30,11:57,12:28:00,12:54:00,0.52,0.43,0.95,NA,RMBL,NA,NR,NA,"trap slipped, but <5 min, reinserted",Day,2019-06-29T21:52:18Z,2019-06-30T12:45:34Z,2019-06-30T12:45:28Z,2019-06-30T12:45:28Z,Desorbed NA,15,16,16,16,0,6,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V333_6292019_16.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1878,FALSE,FALSE,FALSE,6,307,333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V333_6292019_16.qgd,FALSE,FALSE,floral,SARM,SARM,sarmentosa,sarmentosa 896
SCH_V334_6292019_17.qgd,2019,10,617,NA,NA,334,NA,NA,apokremnos,889,no numb 2 F,NA,2013-06-07,NA,D,F,0,1,-,-,3,10,115,NA,NA,NA,16,NA,NA,200D,28,2019-04-30,11:49,12:25:00,12:54:00,0.6,0.48,1.08,NA,RMBL,NA,NR,NA,population not written,Day,2019-06-29T21:52:18Z,2019-06-30T13:16:44Z,2019-06-30T13:16:44Z,2019-06-30T13:16:44Z,Desorbed NA,16,17,17,17,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V334_6292019_17.qgd,723539bb-44c7-4a3a-8342-4c29236ffa6a,1870,FALSE,FALSE,FALSE,36,332,334,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V334_6292019_17.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 889
SCH_V335_6302019_02.qgd,2019,10,619,NA,NA,335,NA,NA,salicaria,853,Plant 2 48-16,NA,2013-06-20,NA,D,H,0,1,0,23,42,12,23,NA,NA,NA,16,NA,NA,200D,28,2019-04-30,12:01,12:28:00,12:55:00,0.45,0.45,0.9,NA,RMBL,NA,NR,NA,NA,Day,2019-06-30T18:12:48Z,2019-07-01T01:48:15Z,2019-07-01T01:48:08Z,2019-07-01T01:48:08Z,Desorbed NA,1,2,2,2,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V335_6302019_02.qgd,57f00269-1177-4ce8-baec-9682b1d4c931,1837,FALSE,FALSE,FALSE,4,315,335,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V335_6302019_02.qgd,FALSE,FALSE,floral,SALI,SALI,salicaria,salicaria 853
SCH_V336_6302019_03.qgd,2019,11,631,NA,NA,336,NA,NA,ligustrina,873,A,3rd from left,NA,NA,D,F,0,1,-,-,3,9,23,NA,NA,NA,16,NA,NA,200D,28,2019-05-01,12:16,12:53:00,13:31:00,0.62,0.63,1.25,NA,RMBL,NA,NR,NA,just baked,Day,2019-06-30T18:12:48Z,2019-07-01T02:20:53Z,2019-07-01T02:20:57Z,2019-07-01T02:20:53Z,Desorbed NA,2,3,3,3,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V336_6302019_03.qgd,57f00269-1177-4ce8-baec-9682b1d4c931,1958,FALSE,FALSE,FALSE,25,319,336,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V336_6302019_03.qgd,FALSE,FALSE,floral,LIGU,LIGU,ligustrina,ligustrina 873
SCH_V337_6302019_04.qgd,2019,10,620,NA,NA,337,NA,NA,verticillata,880,1,Clone 1,2013-06-21,NA,D,H,2,1,1,3,2,1,4,NA,NA,NA,16,NA,NA,200D,28,2019-04-30,12:05,12:29:00,12:55:00,0.4,0.43,0.83,NA,RMBL,NA,NR,NA,NA,Day,2019-06-30T18:12:48Z,2019-07-01T02:54:13Z,2019-07-01T02:54:17Z,2019-07-01T02:54:13Z,Desorbed NA,3,4,4,4,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V337_6302019_04.qgd,57f00269-1177-4ce8-baec-9682b1d4c931,2000,FALSE,FALSE,FALSE,4,328,337,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V337_6302019_04.qgd,FALSE,FALSE,floral,VERT,VERT,verticillata,verticillata 880
